Name,URL,URL-hyperlinked,Year,inducted_member,Gender
"Staple Singers, The",https://en.wikipedia.org/wiki/The_Staple_Singers,"<a href=""https://en.wikipedia.org/wiki/The_Staple_Singers"" target=""_blank"">https://en.wikipedia.org/wiki/The_Staple_Singers</a>",1999,"Cleotha Staples, Mavis Staples, Pervis Staples, Pops Staples, and Yvonne Staples",Male; Female
Bonnie Raitt,https://en.wikipedia.org/wiki/Bonnie_Raitt,"<a href=""https://en.wikipedia.org/wiki/Bonnie_Raitt"" target=""_blank"">https://en.wikipedia.org/wiki/Bonnie_Raitt</a>",2000,,Female
"Earth, Wind & Fire","https://en.wikipedia.org/wiki/Earth,_Wind_%26_Fire","<a href=""https://en.wikipedia.org/wiki/Earth,_Wind_%26_Fire"" target=""_blank"">https://en.wikipedia.org/wiki/Earth,_Wind_%26_Fire</a>",2000,"Philip Bailey, Larry Dunn, Johnny Graham, Ralph Johnson, Al McKay, Fred White, Maurice White, Verdine White, and Andrew Woolfolk",Male
Eric Clapton,https://en.wikipedia.org/wiki/Eric_Clapton,"<a href=""https://en.wikipedia.org/wiki/Eric_Clapton"" target=""_blank"">https://en.wikipedia.org/wiki/Eric_Clapton</a>",2000,,Male
James Taylor,https://en.wikipedia.org/wiki/James_Taylor,"<a href=""https://en.wikipedia.org/wiki/James_Taylor"" target=""_blank"">https://en.wikipedia.org/wiki/James_Taylor</a>",2000,,Male
"Lovin' Spoonful, The",https://en.wikipedia.org/wiki/The_Lovin%27_Spoonful,"<a href=""https://en.wikipedia.org/wiki/The_Lovin%27_Spoonful"" target=""_blank"">https://en.wikipedia.org/wiki/The_Lovin%27_Spoonful</a>",2000,"Steve Boone, Joe Butler, John Sebastian, and Zal Yanovsky",Male
"Moonglows, The",https://en.wikipedia.org/wiki/The_Moonglows,"<a href=""https://en.wikipedia.org/wiki/The_Moonglows"" target=""_blank"">https://en.wikipedia.org/wiki/The_Moonglows</a>",2000,"Prentiss Barnes, Harvey Fuqua, Peter Graves, Billy Johnson, and Bobby Lester",Male
Aerosmith,https://en.wikipedia.org/wiki/Aerosmith,"<a href=""https://en.wikipedia.org/wiki/Aerosmith"" target=""_blank"">https://en.wikipedia.org/wiki/Aerosmith</a>",2001,"Tom Hamilton, Joey Kramer, Joe Perry, Steven Tyler, and Brad Whitford",Male
Michael Jackson,https://en.wikipedia.org/wiki/Michael_Jackson,"<a href=""https://en.wikipedia.org/wiki/Michael_Jackson"" target=""_blank"">https://en.wikipedia.org/wiki/Michael_Jackson</a>",2001,,Male
Paul Simon,https://en.wikipedia.org/wiki/Paul_Simon,"<a href=""https://en.wikipedia.org/wiki/Paul_Simon"" target=""_blank"">https://en.wikipedia.org/wiki/Paul_Simon</a>",2001,,Male
Queen (band),https://en.wikipedia.org/wiki/Queen_(band),"<a href=""https://en.wikipedia.org/wiki/Queen_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Queen_(band)</a>",2001,"John Deacon, Brian May, Freddie Mercury, and Roger Taylor",Male
Ritchie Valens,https://en.wikipedia.org/wiki/Ritchie_Valens,"<a href=""https://en.wikipedia.org/wiki/Ritchie_Valens"" target=""_blank"">https://en.wikipedia.org/wiki/Ritchie_Valens</a>",2001,,Male
Solomon Burke,https://en.wikipedia.org/wiki/Solomon_Burke,"<a href=""https://en.wikipedia.org/wiki/Solomon_Burke"" target=""_blank"">https://en.wikipedia.org/wiki/Solomon_Burke</a>",2001,,Male
Steely Dan,https://en.wikipedia.org/wiki/Steely_Dan,"<a href=""https://en.wikipedia.org/wiki/Steely_Dan"" target=""_blank"">https://en.wikipedia.org/wiki/Steely_Dan</a>",2001,Walter Becker and Donald Fagen,Male
"Flamingos, The",https://en.wikipedia.org/wiki/The_Flamingos,"<a href=""https://en.wikipedia.org/wiki/The_Flamingos"" target=""_blank"">https://en.wikipedia.org/wiki/The_Flamingos</a>",2001,"Jake Carey, Zeke Carey, Johnny Carter, Tommy Hunt, Terry ""Buzzy"" Johnson, Sollie McElroy, Nate Nelson, and Paul Wilson",Male
Brenda Lee,https://en.wikipedia.org/wiki/Brenda_Lee,"<a href=""https://en.wikipedia.org/wiki/Brenda_Lee"" target=""_blank"">https://en.wikipedia.org/wiki/Brenda_Lee</a>",2002,,Female
Gene Pitney,https://en.wikipedia.org/wiki/Gene_Pitney,"<a href=""https://en.wikipedia.org/wiki/Gene_Pitney"" target=""_blank"">https://en.wikipedia.org/wiki/Gene_Pitney</a>",2002,,Male
Isaac Hayes,https://en.wikipedia.org/wiki/Isaac_Hayes,"<a href=""https://en.wikipedia.org/wiki/Isaac_Hayes"" target=""_blank"">https://en.wikipedia.org/wiki/Isaac_Hayes</a>",2002,,Male
Ramones,https://en.wikipedia.org/wiki/Ramones,"<a href=""https://en.wikipedia.org/wiki/Ramones"" target=""_blank"">https://en.wikipedia.org/wiki/Ramones</a>",2002,"Dee Dee Ramone, Joey Ramone, Johnny Ramone, Marky Ramone, and Tommy Ramone",Male
Talking Heads,https://en.wikipedia.org/wiki/Talking_Heads,"<a href=""https://en.wikipedia.org/wiki/Talking_Heads"" target=""_blank"">https://en.wikipedia.org/wiki/Talking_Heads</a>",2002,"David Byrne, Chris Frantz, Jerry Harrison, and Tina Weymouth",Male; Female
Tom Petty and the Heartbreakers,https://en.wikipedia.org/wiki/Tom_Petty_and_the_Heartbreakers,"<a href=""https://en.wikipedia.org/wiki/Tom_Petty_and_the_Heartbreakers"" target=""_blank"">https://en.wikipedia.org/wiki/Tom_Petty_and_the_Heartbreakers</a>",2002,"Tom Petty, Ron Blair, Mike Campbell, Howie Epstein, Stan Lynch, and Benmont Tench",Male
AC/DC,https://en.wikipedia.org/wiki/AC/DC,"<a href=""https://en.wikipedia.org/wiki/AC/DC"" target=""_blank"">https://en.wikipedia.org/wiki/AC/DC</a>",2003,"Brian Johnson, Phil Rudd, Bon Scott, Cliff Williams, Angus Young, and Malcolm Young",Male
Elvis Costello,https://en.wikipedia.org/wiki/Elvis_Costello,"<a href=""https://en.wikipedia.org/wiki/Elvis_Costello"" target=""_blank"">https://en.wikipedia.org/wiki/Elvis_Costello</a>",2003,"Elvis Costello, Steve Nieve, Bruce Thomas, and Pete Thomas",Male
"Clash, The",https://en.wikipedia.org/wiki/The_Clash,"<a href=""https://en.wikipedia.org/wiki/The_Clash"" target=""_blank"">https://en.wikipedia.org/wiki/The_Clash</a>",2003,"Terry Chimes, Topper Headon, Mick Jones, Paul Simonon, and Joe Strummer",Male
"Police, The",https://en.wikipedia.org/wiki/The_Police,"<a href=""https://en.wikipedia.org/wiki/The_Police"" target=""_blank"">https://en.wikipedia.org/wiki/The_Police</a>",2003,"Stewart Copeland, Sting, and Andy Summers",Male
"Righteous Brothers, The",https://en.wikipedia.org/wiki/The_Righteous_Brothers,"<a href=""https://en.wikipedia.org/wiki/The_Righteous_Brothers"" target=""_blank"">https://en.wikipedia.org/wiki/The_Righteous_Brothers</a>",2003,Bobby Hatfield and Bill Medley,Male
Bob Seger,https://en.wikipedia.org/wiki/Bob_Seger,"<a href=""https://en.wikipedia.org/wiki/Bob_Seger"" target=""_blank"">https://en.wikipedia.org/wiki/Bob_Seger</a>",2004,,Male
George Harrison,https://en.wikipedia.org/wiki/George_Harrison,"<a href=""https://en.wikipedia.org/wiki/George_Harrison"" target=""_blank"">https://en.wikipedia.org/wiki/George_Harrison</a>",2004,,Male
Jackson Browne,https://en.wikipedia.org/wiki/Jackson_Browne,"<a href=""https://en.wikipedia.org/wiki/Jackson_Browne"" target=""_blank"">https://en.wikipedia.org/wiki/Jackson_Browne</a>",2004,,Male
Prince (musician),https://en.wikipedia.org/wiki/Prince_(musician),"<a href=""https://en.wikipedia.org/wiki/Prince_(musician)"" target=""_blank"">https://en.wikipedia.org/wiki/Prince_(musician)</a>",2004,,Male
"Dells, The",https://en.wikipedia.org/wiki/The_Dells,"<a href=""https://en.wikipedia.org/wiki/The_Dells"" target=""_blank"">https://en.wikipedia.org/wiki/The_Dells</a>",2004,"Verne Allison, Chuck Barksdale, Johnny Carter, Johnny Funches, Marvin Junior, and Michael McGill",Male
Traffic (band),https://en.wikipedia.org/wiki/Traffic_(band),"<a href=""https://en.wikipedia.org/wiki/Traffic_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Traffic_(band)</a>",2004,"Jim Capaldi, Dave Mason, Steve Winwood, and Chris Wood",Male
ZZ Top,https://en.wikipedia.org/wiki/ZZ_Top,"<a href=""https://en.wikipedia.org/wiki/ZZ_Top"" target=""_blank"">https://en.wikipedia.org/wiki/ZZ_Top</a>",2004,"Frank Beard, Billy Gibbons, and Dusty Hill",Male
Buddy Guy,https://en.wikipedia.org/wiki/Buddy_Guy,"<a href=""https://en.wikipedia.org/wiki/Buddy_Guy"" target=""_blank"">https://en.wikipedia.org/wiki/Buddy_Guy</a>",2005,,Male
Percy Sledge,https://en.wikipedia.org/wiki/Percy_Sledge,"<a href=""https://en.wikipedia.org/wiki/Percy_Sledge"" target=""_blank"">https://en.wikipedia.org/wiki/Percy_Sledge</a>",2005,,Male
Pretenders (band),https://en.wikipedia.org/wiki/Pretenders_(band),"<a href=""https://en.wikipedia.org/wiki/Pretenders_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Pretenders_(band)</a>",2005,"Martin Chambers, Pete Farndon, James Honeyman-Scott, and Chrissie Hynde",Male; Female
"O'Jays, The",https://en.wikipedia.org/wiki/The_O%27Jays,"<a href=""https://en.wikipedia.org/wiki/The_O%27Jays"" target=""_blank"">https://en.wikipedia.org/wiki/The_O%27Jays</a>",2005,"Eddie Levert, Bobby Massey, William Powell, Sammy Strain, and Walter Williams",Male
U2,https://en.wikipedia.org/wiki/U2,"<a href=""https://en.wikipedia.org/wiki/U2"" target=""_blank"">https://en.wikipedia.org/wiki/U2</a>",2005,"Bono, Adam Clayton, The Edge, and Larry Mullen, Jr.",Male
Black Sabbath,https://en.wikipedia.org/wiki/Black_Sabbath,"<a href=""https://en.wikipedia.org/wiki/Black_Sabbath"" target=""_blank"">https://en.wikipedia.org/wiki/Black_Sabbath</a>",2006,"Geezer Butler, Tony Iommi, Ozzy Osbourne, and Bill Ward",Male
Blondie (band),https://en.wikipedia.org/wiki/Blondie_(band),"<a href=""https://en.wikipedia.org/wiki/Blondie_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Blondie_(band)</a>",2006,"Clem Burke, Jimmy Destri, Nigel Harrison, Debbie Harry, Frank Infante, Chris Stein, and Gary Valentine",Male; Female
Lynyrd Skynyrd,https://en.wikipedia.org/wiki/Lynyrd_Skynyrd,"<a href=""https://en.wikipedia.org/wiki/Lynyrd_Skynyrd"" target=""_blank"">https://en.wikipedia.org/wiki/Lynyrd_Skynyrd</a>",2006,"Bob Burns, Allen Collins, Steve Gaines, Ed King, Billy Powell, Artimus Pyle, Gary Rossington, Ronnie Van Zant, and Leon Wilkeson",Male
Miles Davis,https://en.wikipedia.org/wiki/Miles_Davis,"<a href=""https://en.wikipedia.org/wiki/Miles_Davis"" target=""_blank"">https://en.wikipedia.org/wiki/Miles_Davis</a>",2006,,Male
Sex Pistols,https://en.wikipedia.org/wiki/Sex_Pistols,"<a href=""https://en.wikipedia.org/wiki/Sex_Pistols"" target=""_blank"">https://en.wikipedia.org/wiki/Sex_Pistols</a>",2006,"Paul Cook, Steve Jones, Glen Matlock, John Lydon, and Sid Vicious",Male
Grandmaster Flash and The Furious Five,https://en.wikipedia.org/wiki/Grandmaster_Flash_and_The_Furious_Five,"<a href=""https://en.wikipedia.org/wiki/Grandmaster_Flash_and_The_Furious_Five"" target=""_blank"">https://en.wikipedia.org/wiki/Grandmaster_Flash_and_The_Furious_Five</a>",2007,"Melvin ""Melle Mel"" Glover, Nathaniel ""The Kidd Creole"" Glover, Eddie ""Scorpio"" Morris, Joseph ""Grandmaster Flash"" Sadler, Robert ""Cowboy"" Wiggins and Guy ""Rahiem"" Williams",Male
Patti Smith,https://en.wikipedia.org/wiki/Patti_Smith,"<a href=""https://en.wikipedia.org/wiki/Patti_Smith"" target=""_blank"">https://en.wikipedia.org/wiki/Patti_Smith</a>",2007,,Female
R.E.M.,https://en.wikipedia.org/wiki/R.E.M.,"<a href=""https://en.wikipedia.org/wiki/R.E.M."" target=""_blank"">https://en.wikipedia.org/wiki/R.E.M.</a>",2007,"Bill Berry, Peter Buck, Mike Mills, and Michael Stipe",Male
"Ronettes, The",https://en.wikipedia.org/wiki/The_Ronettes,"<a href=""https://en.wikipedia.org/wiki/The_Ronettes"" target=""_blank"">https://en.wikipedia.org/wiki/The_Ronettes</a>",2007,"Estelle Bennett, Ronnie Spector, and Nedra Talley",Female
Van Halen,https://en.wikipedia.org/wiki/Van_Halen,"<a href=""https://en.wikipedia.org/wiki/Van_Halen"" target=""_blank"">https://en.wikipedia.org/wiki/Van_Halen</a>",2007,"Michael Anthony, Sammy Hagar, David Lee Roth, Alex Van Halen, and Eddie Van Halen",Male
John Mellencamp,https://en.wikipedia.org/wiki/John_Mellencamp,"<a href=""https://en.wikipedia.org/wiki/John_Mellencamp"" target=""_blank"">https://en.wikipedia.org/wiki/John_Mellencamp</a>",2008,,Male
Leonard Cohen,https://en.wikipedia.org/wiki/Leonard_Cohen,"<a href=""https://en.wikipedia.org/wiki/Leonard_Cohen"" target=""_blank"">https://en.wikipedia.org/wiki/Leonard_Cohen</a>",2008,,Male
Madonna (entertainer),https://en.wikipedia.org/wiki/Madonna_(entertainer),"<a href=""https://en.wikipedia.org/wiki/Madonna_(entertainer)"" target=""_blank"">https://en.wikipedia.org/wiki/Madonna_(entertainer)</a>",2008,,Female
"Dave Clark Five, The",https://en.wikipedia.org/wiki/The_Dave_Clark_Five,"<a href=""https://en.wikipedia.org/wiki/The_Dave_Clark_Five"" target=""_blank"">https://en.wikipedia.org/wiki/The_Dave_Clark_Five</a>",2008,"Dave Clark, Lenny Davidson, Rick Huxley, Denis Payton, and Mike Smith",Male
"Ventures, The",https://en.wikipedia.org/wiki/The_Ventures,"<a href=""https://en.wikipedia.org/wiki/The_Ventures"" target=""_blank"">https://en.wikipedia.org/wiki/The_Ventures</a>",2008,"Bob Bogle, Nokie Edwards, Gerry McGee, Mel Taylor, and Don Wilson",Male
Bobby Womack,https://en.wikipedia.org/wiki/Bobby_Womack,"<a href=""https://en.wikipedia.org/wiki/Bobby_Womack"" target=""_blank"">https://en.wikipedia.org/wiki/Bobby_Womack</a>",2009,,Male
Jeff Beck,https://en.wikipedia.org/wiki/Jeff_Beck,"<a href=""https://en.wikipedia.org/wiki/Jeff_Beck"" target=""_blank"">https://en.wikipedia.org/wiki/Jeff_Beck</a>",2009,,Male
Little Anthony and the Imperials,https://en.wikipedia.org/wiki/Little_Anthony_and_the_Imperials,"<a href=""https://en.wikipedia.org/wiki/Little_Anthony_and_the_Imperials"" target=""_blank"">https://en.wikipedia.org/wiki/Little_Anthony_and_the_Imperials</a>",2009,"Clarence Collins, Anthony Gourdine, Tracy Lord, Glouster ""Nat"" Rogers, Sammy Strain, and Ernest Wright Jr",Male
Metallica,https://en.wikipedia.org/wiki/Metallica,"<a href=""https://en.wikipedia.org/wiki/Metallica"" target=""_blank"">https://en.wikipedia.org/wiki/Metallica</a>",2009,"Cliff Burton, Kirk Hammett, James Hetfield, Jason Newsted, Robert Trujillo, and Lars Ulrich",Male
Run D.M.C.,https://en.wikipedia.org/wiki/Run%E2%80%93D.M.C.,"<a href=""https://en.wikipedia.org/wiki/Run%E2%80%93D.M.C."" target=""_blank"">https://en.wikipedia.org/wiki/Run%E2%80%93D.M.C.</a>",2009,"Darryl ""D.M.C."" McDaniels, Jason ""Jam-Master Jay"" Mizell, and Joseph ""DJ Run"" Simmons",Male
ABBA,https://en.wikipedia.org/wiki/ABBA,"<a href=""https://en.wikipedia.org/wiki/ABBA"" target=""_blank"">https://en.wikipedia.org/wiki/ABBA</a>",2010,"Benny Andersson, Anni-Frid Lyngstad (Frida), Agnetha Fältskog, and Björn Ulvaeus",Male; Female
Genesis (band),https://en.wikipedia.org/wiki/Genesis_(band),"<a href=""https://en.wikipedia.org/wiki/Genesis_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Genesis_(band)</a>",2010,"Tony Banks, Phil Collins, Peter Gabriel, Steve Hackett, and Mike Rutherford",Male
Jimmy Cliff,https://en.wikipedia.org/wiki/Jimmy_Cliff,"<a href=""https://en.wikipedia.org/wiki/Jimmy_Cliff"" target=""_blank"">https://en.wikipedia.org/wiki/Jimmy_Cliff</a>",2010,,Male
"Hollies, The",https://en.wikipedia.org/wiki/The_Hollies,"<a href=""https://en.wikipedia.org/wiki/The_Hollies"" target=""_blank"">https://en.wikipedia.org/wiki/The_Hollies</a>",2010,"Bernie Calvert, Allan Clarke, Bobby Elliott, Eric Haydock, Tony Hicks, Graham Nash, and Terry Sylvester",Male
"Stooges, The",https://en.wikipedia.org/wiki/The_Stooges,"<a href=""https://en.wikipedia.org/wiki/The_Stooges"" target=""_blank"">https://en.wikipedia.org/wiki/The_Stooges</a>",2010,"Dave Alexander, Ron Asheton, Scott Asheton, Iggy Pop, and James Williamson",Male
Alice Cooper (band),https://en.wikipedia.org/wiki/Alice_Cooper_(band),"<a href=""https://en.wikipedia.org/wiki/Alice_Cooper_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Alice_Cooper_(band)</a>",2011,"Alice Cooper, Michael Bruce, Glen Buxton, Dennis Dunaway, and Neal Smith",Male
Darlene Love,https://en.wikipedia.org/wiki/Darlene_Love,"<a href=""https://en.wikipedia.org/wiki/Darlene_Love"" target=""_blank"">https://en.wikipedia.org/wiki/Darlene_Love</a>",2011,,Female
Dr. John,https://en.wikipedia.org/wiki/Dr._John,"<a href=""https://en.wikipedia.org/wiki/Dr._John"" target=""_blank"">https://en.wikipedia.org/wiki/Dr._John</a>",2011,,Male
Neil Diamond,https://en.wikipedia.org/wiki/Neil_Diamond,"<a href=""https://en.wikipedia.org/wiki/Neil_Diamond"" target=""_blank"">https://en.wikipedia.org/wiki/Neil_Diamond</a>",2011,,Male
Tom Waits,https://en.wikipedia.org/wiki/Tom_Waits,"<a href=""https://en.wikipedia.org/wiki/Tom_Waits"" target=""_blank"">https://en.wikipedia.org/wiki/Tom_Waits</a>",2011,,Male
Beastie Boys,https://en.wikipedia.org/wiki/Beastie_Boys,"<a href=""https://en.wikipedia.org/wiki/Beastie_Boys"" target=""_blank"">https://en.wikipedia.org/wiki/Beastie_Boys</a>",2012,"Michael ""Mike D"" Diamond, Adam ""Ad-Rock"" Horovitz, and Adam ""MCA"" Yauch",Male
Bill Haley & His Comets,https://en.wikipedia.org/wiki/Bill_Haley_%26_His_Comets; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1,"<a href=""https://en.wikipedia.org/wiki/Bill_Haley_%26_His_Comets; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1"" target=""_blank"">https://en.wikipedia.org/wiki/Bill_Haley_%26_His_Comets; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1</a>",2012,"Backing band for Bill Haley. Inducted: Joey Ambrose, Franny Beecher, Danny Cedrone, Johnny Grande, Ralph Jones, Marshall Lytle, Rudy Pompilli, Al Rex, Dick Richards, and Billy Williamson",Male
Donovan,https://en.wikipedia.org/wiki/Donovan,"<a href=""https://en.wikipedia.org/wiki/Donovan"" target=""_blank"">https://en.wikipedia.org/wiki/Donovan</a>",2012,,Male
Gene Vincent,https://en.wikipedia.org/wiki/Gene_Vincent; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1,"<a href=""https://en.wikipedia.org/wiki/Gene_Vincent; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1"" target=""_blank"">https://en.wikipedia.org/wiki/Gene_Vincent; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1</a>",2012,"Backing band for Gene Vincent. Inducted: Tommy Facenda, Cliff Gallup, Dickie Harrell, Bobby Jones, Johnny Meeks, Jack Neal, Paul Peek, and Willie Williams",Male
Guns N' Roses,https://en.wikipedia.org/wiki/Guns_N%27_Roses,"<a href=""https://en.wikipedia.org/wiki/Guns_N%27_Roses"" target=""_blank"">https://en.wikipedia.org/wiki/Guns_N%27_Roses</a>",2012,"Steven Adler, Duff McKagan, Dizzy Reed, Axl Rose, Slash, Matt Sorum and Izzy Stradlin",Male
Laura Nyro,https://en.wikipedia.org/wiki/Laura_Nyro,"<a href=""https://en.wikipedia.org/wiki/Laura_Nyro"" target=""_blank"">https://en.wikipedia.org/wiki/Laura_Nyro</a>",2012,,Female
Red Hot Chili Peppers,https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers,"<a href=""https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers"" target=""_blank"">https://en.wikipedia.org/wiki/Red_Hot_Chili_Peppers</a>",2012,"Flea, John Frusciante, Jack Irons, Anthony Kiedis, Josh Klinghoffer, Cliff Martinez, Hillel Slovak, and Chad Smith",Male
Small Faces Faces (band),https://en.wikipedia.org/wiki/Small_Faces; https://en.wikipedia.org/wiki/Faces_(band),"<a href=""https://en.wikipedia.org/wiki/Small_Faces; https://en.wikipedia.org/wiki/Faces_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Small_Faces; https://en.wikipedia.org/wiki/Faces_(band)</a>",2012,"Kenney Jones, Ronnie Lane, Ian McLagan, Steve Marriott, Rod Stewart, and Ronnie Wood",Male
"Crickets, The",https://en.wikipedia.org/wiki/The_Crickets; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1,"<a href=""https://en.wikipedia.org/wiki/The_Crickets; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1"" target=""_blank"">https://en.wikipedia.org/wiki/The_Crickets; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1</a>",2012,"Backing band for Buddy Holly. Inducted: Jerry Allison, Sonny Curtis, Joe B. Mauldin, and Niki Sullivan",Male
"Famous Flames, The",https://en.wikipedia.org/wiki/The_Famous_Flames; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1,"<a href=""https://en.wikipedia.org/wiki/The_Famous_Flames; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1"" target=""_blank"">https://en.wikipedia.org/wiki/The_Famous_Flames; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1</a>",2012,"Backing vocal group for James Brown. Inducted: Bobby Bennett, Bobby Byrd, Lloyd Stallworth, and Johnny Terry",Male
"Midnighters, The",https://en.wikipedia.org/wiki/The_Midnighters; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1,"<a href=""https://en.wikipedia.org/wiki/The_Midnighters; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1"" target=""_blank"">https://en.wikipedia.org/wiki/The_Midnighters; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1</a>",2012,"Backing vocal group for Hank Ballard. Inducted: Henry Booth, Billy Davis, Cal Green, Arthur Porter, Lawson Smith, Charles Sutton, Norman Thrasher, and Sonny Woods",Male
"Miracles, The",https://en.wikipedia.org/wiki/The_Miracles; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1,"<a href=""https://en.wikipedia.org/wiki/The_Miracles; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1"" target=""_blank"">https://en.wikipedia.org/wiki/The_Miracles; https://en.wikipedia.org/wiki/List_of_Rock_and_Roll_Hall_of_Fame_inductees#endnote_N1</a>",2012,"Backing vocal group for Smokey Robinson. Inducted: Claudette Rogers, Bobby Rogers, Ronald White, Marv Tarplin, and Pete Moore",Male; Female
Albert King,https://en.wikipedia.org/wiki/Albert_King,"<a href=""https://en.wikipedia.org/wiki/Albert_King"" target=""_blank"">https://en.wikipedia.org/wiki/Albert_King</a>",2013,,Male
Donna Summer,https://en.wikipedia.org/wiki/Donna_Summer,"<a href=""https://en.wikipedia.org/wiki/Donna_Summer"" target=""_blank"">https://en.wikipedia.org/wiki/Donna_Summer</a>",2013,,Female
Heart (band),https://en.wikipedia.org/wiki/Heart_(band),"<a href=""https://en.wikipedia.org/wiki/Heart_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Heart_(band)</a>",2013,"Michael DeRosier, Roger Fisher, Steve Fossen, Howard Leese, Ann Wilson, and Nancy Wilson",Male; Female
Public Enemy (group),https://en.wikipedia.org/wiki/Public_Enemy_(group),"<a href=""https://en.wikipedia.org/wiki/Public_Enemy_(group)"" target=""_blank"">https://en.wikipedia.org/wiki/Public_Enemy_(group)</a>",2013,"William ""Flavor Flav"" Drayton, Richard ""Professor Griff"" Griffin, Norman ""Terminator X"" Lee Rogers, and Carlton ""Chuck D"" Ridenhour",Male
Randy Newman,https://en.wikipedia.org/wiki/Randy_Newman,"<a href=""https://en.wikipedia.org/wiki/Randy_Newman"" target=""_blank"">https://en.wikipedia.org/wiki/Randy_Newman</a>",2013,,Male
Rush (band),https://en.wikipedia.org/wiki/Rush_(band),"<a href=""https://en.wikipedia.org/wiki/Rush_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Rush_(band)</a>",2013,"Geddy Lee, Alex Lifeson, and Neil Peart",Male
Cat Stevens,https://en.wikipedia.org/wiki/Cat_Stevens,"<a href=""https://en.wikipedia.org/wiki/Cat_Stevens"" target=""_blank"">https://en.wikipedia.org/wiki/Cat_Stevens</a>",2014,,Male
Hall & Oates,https://en.wikipedia.org/wiki/Hall_%26_Oates,"<a href=""https://en.wikipedia.org/wiki/Hall_%26_Oates"" target=""_blank"">https://en.wikipedia.org/wiki/Hall_%26_Oates</a>",2014,Daryl Hall and John Oates,Male
Kiss (band),https://en.wikipedia.org/wiki/Kiss_(band),"<a href=""https://en.wikipedia.org/wiki/Kiss_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Kiss_(band)</a>",2014,"Peter Criss, Ace Frehley, Gene Simmons, and Paul Stanley",Male
Linda Ronstadt,https://en.wikipedia.org/wiki/Linda_Ronstadt,"<a href=""https://en.wikipedia.org/wiki/Linda_Ronstadt"" target=""_blank"">https://en.wikipedia.org/wiki/Linda_Ronstadt</a>",2014,,Female
Nirvana (band),https://en.wikipedia.org/wiki/Nirvana_(band),"<a href=""https://en.wikipedia.org/wiki/Nirvana_(band)"" target=""_blank"">https://en.wikipedia.org/wiki/Nirvana_(band)</a>",2014,"Kurt Cobain, Dave Grohl, and Krist Novoselic",Male
Peter Gabriel,https://en.wikipedia.org/wiki/Peter_Gabriel,"<a href=""https://en.wikipedia.org/wiki/Peter_Gabriel"" target=""_blank"">https://en.wikipedia.org/wiki/Peter_Gabriel</a>",2014,,Male
Bill Withers,https://en.wikipedia.org/wiki/Bill_Withers,"<a href=""https://en.wikipedia.org/wiki/Bill_Withers"" target=""_blank"">https://en.wikipedia.org/wiki/Bill_Withers</a>",2015,,Male
Green Day,https://en.wikipedia.org/wiki/Green_Day,"<a href=""https://en.wikipedia.org/wiki/Green_Day"" target=""_blank"">https://en.wikipedia.org/wiki/Green_Day</a>",2015,"Billie Joe Armstrong, Tre Cool and Mike Dirnt",Male
